RTPLAN:  pb field pb_type      E pb_nprim  FWHM  x0 y0 z0 f_x f_y f_z u_x u_y u_z l_x l_y l_z
pb: 41 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.567276 -0.822858 0.0332109 -0.0188502 0.0273429 0.999448 0.823312 0.567589 0
pb: 42 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.5671 -0.822602 0.0415008 -0.0235554 0.0341681 0.999138 0.823312 0.567589 3.46945e-18
pb: 43 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.573914 -0.817863 -0.0415079 0.0238425 -0.0339771 0.999138 0.818568 0.574409 0
pb: 44 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.574092 -0.818117 -0.0332166 0.0190799 -0.0271901 0.999448 0.818568 0.574409 1.73472e-18
pb: 45 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.574092 -0.818117 0.0332166 -0.0190799 0.0271901 0.999448 0.818568 0.574409 -1.73472e-18
pb: 46 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.573914 -0.817863 0.0415079 -0.0238425 0.0339771 0.999138 0.818568 0.574409 0
pb: 47 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.58069 -0.813066 -0.0415122 0.0241265 -0.0337813 0.999138 0.813767 0.581191 3.46945e-18
pb: 48 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.58087 -0.813318 -0.0332201 0.0193072 -0.0270334 0.999448 0.813767 0.581191 0
pb: 49 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.58087 -0.813318 0.0332201 -0.0193072 0.0270334 0.999448 0.813767 0.581191 0
pb: 50 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.58069 -0.813066 0.0415122 -0.0241265 0.0337813 0.999138 0.813767 0.581191 -3.46945e-18
pb: 51 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.587427 -0.808212 -0.0415136 0.0244073 -0.0335808 0.999138 0.808909 0.587934 0
pb: 52 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.587609 -0.808463 -0.0332212 0.0195319 -0.0268729 0.999448 0.808909 0.587934 0
pb: 53 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.587609 -0.808463 0.0332212 -0.0195319 0.0268729 0.999448 0.808909 0.587934 0
pb: 54 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.587427 -0.808212 0.0415136 -0.0244073 0.0335808 0.999138 0.808909 0.587934 0
pb: 55 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.594123 -0.803302 -0.0415122 0.0246847 -0.0333756 0.999138 0.803995 0.594636 0
pb: 56 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.594308 -0.803551 -0.0332201 0.0197538 -0.0267088 0.999448 0.803995 0.594636 3.46945e-18
pb: 57 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.594308 -0.803551 0.0332201 -0.0197538 0.0267088 0.999448 0.803995 0.594636 -3.46945e-18
pb: 58 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.594123 -0.803302 0.0415122 -0.0246847 0.0333756 0.999138 0.803995 0.594636 0
pb: 59 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.600778 -0.798338 -0.0415079 0.0249585 -0.0331659 0.999138 0.799026 0.601296 0
pb: 60 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.600964 -0.798585 -0.0332166 0.019973 -0.026541 0.999448 0.799026 0.601296 -3.46945e-18
pb: 61 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.600964 -0.798585 0.0332166 -0.019973 0.026541 0.999448 0.799026 0.601296 3.46945e-18
pb: 62 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.600778 -0.798338 0.0415079 -0.0249585 0.0331659 0.999138 0.799026 0.601296 0
pb: 63 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.607389 -0.79332 -0.0415008 0.0252289 -0.0329518 0.999138 0.794004 0.607913 0
pb: 64 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.607578 -0.793566 -0.0332109 0.0201893 -0.0263696 0.999448 0.794004 0.607913 3.46945e-18
pb: 65 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.607724 -0.793757 -0.0249142 0.0151457 -0.019782 0.99969 0.794004 0.607913 0
pb: 66 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.607829 -0.793894 0.0166123 -0.0100988 0.0131902 0.999862 0.794004 0.607913 1.73472e-18
pb: 67 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.607724 -0.793757 0.0249142 -0.0151457 0.019782 0.99969 0.794004 0.607913 0
pb: 68 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.607578 -0.793566 0.0332109 -0.0201893 0.0263696 0.999448 0.794004 0.607913 -3.46945e-18
pb: 69 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.607389 -0.79332 0.0415008 -0.0252289 0.0329518 0.999138 0.794004 0.607913 0
pb: 70 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.614146 -0.788493 -0.0332029 0.0204027 -0.0261947 0.999449 0.788928 0.614485 0
pb: 71 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.614295 -0.788684 -0.0249082 0.0153057 -0.0196508 0.99969 0.788928 0.614485 -1.73472e-18
pb: 72 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.6144 -0.78882 -0.0166083 0.0102056 -0.0131028 0.999862 0.788928 0.614485 0
pb: 73 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.614464 -0.788901 -0.00830502 0.00510331 -0.00655206 0.999966 0.788928 0.614485 0
pb: 74 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.614485 -0.788928 0 0 0 1 0.788928 0.614485 -0
pb: 75 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.614464 -0.788901 0.00830502 -0.00510331 0.00655206 0.999966 0.788928 0.614485 0
pb: 76 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.6144 -0.78882 0.0166083 -0.0102056 0.0131028 0.999862 0.788928 0.614485 0
pb: 77 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.614295 -0.788684 0.0249082 -0.0153057 0.0196508 0.99969 0.788928 0.614485 1.73472e-18
pb: 78 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.614146 -0.788493 0.0332029 -0.0204027 0.0261947 0.999449 0.788928 0.614485 0
pb: 79 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.620819 -0.783558 -0.0249005 0.0154635 -0.019517 0.99969 0.783802 0.621011 0
pb: 80 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.620926 -0.783693 -0.0166032 0.0103108 -0.0130136 0.999862 0.783802 0.621011 0
pb: 81 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.62099 -0.783774 -0.00830244 0.00515591 -0.00650746 0.999966 0.783802 0.621011 0
pb: 82 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.621011 -0.783802 0 0 0 1 0.783802 0.621011 -0
pb: 83 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.62099 -0.783774 0.00830244 -0.00515591 0.00650746 0.999966 0.783802 0.621011 0
pb: 84 1 electron 130 100000 0.7 -52.6583 68.9714 -136.014 0.620926 -0.783693 0.0166032 -0.0103108 0.0130136 0.999862 0.783802 0.621011 0
